company_id,year,cash_from_operations_cr,capex_cr,free_cash_flow_calculated_cr,fcf_conversion_pct,capex_to_cfo_pct,cfo_available_flag,capital_allocation_pattern
ADANIENT,Mar 2023,17626.0,15459.0,2167.0,12.29433790990582,87.70566209009418,True,Positive FCF + CapEx
ADANIENT,Mar 2024,10312.0,18767.0,-8455.0,-81.99185415050427,181.99185415050428,True,Negative FCF + CapEx
ADANIGREEN,Mar 2017,28.0,1511.0,-1483.0,-5296.428571428572,5396.428571428572,True,Negative FCF + CapEx
ADANIGREEN,Mar 2018,649.0,4428.0,-3779.0,-582.2804314329738,682.2804314329738,True,Negative FCF + CapEx
ADANIGREEN,Mar 2019,1625.0,2666.0,-1041.0,-64.06153846153846,164.06153846153845,True,Negative FCF + CapEx
ADANIGREEN,Mar 2020,1965.0,3743.0,-1778.0,-90.48346055979644,190.48346055979644,True,Negative FCF + CapEx
ADANIGREEN,Mar 2021,1601.0,9137.0,-7536.0,-470.70580886945663,570.7058088694566,True,Negative FCF + CapEx
ADANIGREEN,Mar 2022,3127.0,18730.0,-15603.0,-498.9766549408379,598.9766549408379,True,Negative FCF + CapEx
ADANIGREEN,Mar 2023,7265.0,3857.0,3408.0,46.90984170681349,53.090158293186505,True,Positive FCF + CapEx
ADANIGREEN,Mar 2024,7713.0,21060.0,-13347.0,-173.04550758459743,273.04550758459743,True,Negative FCF + CapEx
ADANIPORTS,Mar 2013,1379.0,5136.0,-3757.0,-272.4437998549674,372.4437998549674,True,Negative FCF + CapEx
ADANIPORTS,Mar 2014,1132.0,2510.0,-1378.0,-121.73144876325088,221.7314487632509,True,Negative FCF + CapEx
ADANIPORTS,Mar 2015,3057.0,2485.0,572.0,18.711154726856392,81.28884527314361,True,Positive FCF + CapEx
ADANIPORTS,Mar 2016,2381.0,4153.0,-1772.0,-74.422511549769,174.422511549769,True,Negative FCF + CapEx
ADANIPORTS,Mar 2017,4063.0,2629.0,1434.0,35.294117647058826,64.70588235294117,True,Positive FCF + CapEx
ADANIPORTS,Mar 2018,5608.0,3846.0,1762.0,31.419400855920117,68.58059914407988,True,Positive FCF + CapEx
ADANIPORTS,Mar 2019,6029.0,4368.0,1661.0,27.550174158235198,72.4498258417648,True,Positive FCF + CapEx
ADANIPORTS,Mar 2020,7402.0,749.0,6653.0,89.88111321264523,10.11888678735477,True,Positive FCF + CapEx
ADANIPORTS,Mar 2021,7556.0,14064.0,-6508.0,-86.13022763366861,186.1302276336686,True,Negative FCF + CapEx
ADANIPORTS,Mar 2022,10420.0,5493.0,4927.0,47.284069097888676,52.71593090211133,True,Positive FCF + CapEx
ADANIPORTS,Mar 2023,11900.0,16716.0,-4816.0,-40.470588235294116,140.47058823529412,True,Negative FCF + CapEx
ADANIPORTS,Mar 2024,15018.0,6768.0,8250.0,54.934079105073906,45.06592089492609,True,Positive FCF + CapEx
ADANIPORTS,Mar 2013,1379.0,5136.0,-3757.0,-272.4437998549674,372.4437998549674,True,Negative FCF + CapEx
ADANIPORTS,Mar 2014,1132.0,2510.0,-1378.0,-121.73144876325088,221.7314487632509,True,Negative FCF + CapEx
ADANIPORTS,Mar 2015,3057.0,2485.0,572.0,18.711154726856392,81.28884527314361,True,Positive FCF + CapEx
ADANIPORTS,Mar 2016,2381.0,4153.0,-1772.0,-74.422511549769,174.422511549769,True,Negative FCF + CapEx
ADANIPORTS,Mar 2017,4063.0,2629.0,1434.0,35.294117647058826,64.70588235294117,True,Positive FCF + CapEx
ADANIPORTS,Mar 2018,5608.0,3846.0,1762.0,31.419400855920117,68.58059914407988,True,Positive FCF + CapEx
ADANIPORTS,Mar 2019,6029.0,4368.0,1661.0,27.550174158235198,72.4498258417648,True,Positive FCF + CapEx
ADANIPORTS,Mar 2020,7402.0,749.0,6653.0,89.88111321264523,10.11888678735477,True,Positive FCF + CapEx
ADANIPORTS,Mar 2021,7556.0,14064.0,-6508.0,-86.13022763366861,186.1302276336686,True,Negative FCF + CapEx
ADANIPORTS,Mar 2022,10420.0,5493.0,4927.0,47.284069097888676,52.71593090211133,True,Positive FCF + CapEx
ADANIPORTS,Mar 2023,11900.0,16716.0,-4816.0,-40.470588235294116,140.47058823529412,True,Negative FCF + CapEx
ADANIPORTS,Mar 2024,15018.0,6768.0,8250.0,54.934079105073906,45.06592089492609,True,Positive FCF + CapEx
ADANIPOWER,Mar 2013,3001.0,4064.0,-1063.0,-35.421526157947355,135.42152615794737,True,Negative FCF + CapEx
ADANIPOWER,Mar 2014,3238.0,4700.0,-1462.0,-45.15132798023471,145.15132798023473,True,Negative FCF + CapEx
ADANIPOWER,Mar 2015,5824.0,4737.0,1087.0,18.66414835164835,81.33585164835165,True,Positive FCF + CapEx
ADANIPOWER,Mar 2016,5257.0,2692.0,2565.0,48.79208674148754,51.20791325851246,True,Positive FCF + CapEx
ADANIPOWER,Mar 2017,4725.0,1212.0,3513.0,74.34920634920636,25.650793650793652,True,Positive FCF + CapEx
ADANIPOWER,Mar 2018,5101.0,520.0,4581.0,89.80592040776318,10.194079592236816,True,Positive FCF + CapEx
ADANIPOWER,Mar 2019,5610.0,984.0,4626.0,82.45989304812834,17.54010695187166,True,Positive FCF + CapEx
ADANIPOWER,Mar 2020,5598.0,2304.0,3294.0,58.842443729903536,41.157556270096464,True,Positive FCF + CapEx
ADANIPOWER,Mar 2021,7014.0,2188.0,4826.0,68.80524664955803,31.19475335044197,True,Positive FCF + CapEx
ADANIPOWER,Mar 2022,10233.0,774.0,9459.0,92.43623570800352,7.563764291996482,True,Positive FCF + CapEx
ADANIPOWER,Mar 2023,8431.0,1545.0,6886.0,81.67477167595779,18.325228324042225,True,Positive FCF + CapEx
ADANIPOWER,Mar 2024,14170.0,3481.0,10689.0,75.43401552575865,24.565984474241358,True,Positive FCF + CapEx
AMBUJACEM,Dec 2012,1860.0,388.0,1472.0,79.13978494623656,20.86021505376344,True,Positive FCF + CapEx
AMBUJACEM,Dec 2013,1267.0,496.0,771.0,60.852407261247045,39.14759273875296,True,Positive FCF + CapEx
AMBUJACEM,Dec 2014,1675.0,456.0,1219.0,72.77611940298507,27.223880597014926,True,Positive FCF + CapEx
AMBUJACEM,Dec 2015,1557.0,83.0,1474.0,94.66923570969814,5.330764290301863,True,Positive FCF + CapEx
AMBUJACEM,Dec 2016,2810.0,4165.0,-1355.0,-48.220640569395016,148.22064056939502,True,Negative FCF + CapEx
AMBUJACEM,Dec 2017,3416.0,738.0,2678.0,78.39578454332553,21.60421545667447,True,Positive FCF + CapEx
AMBUJACEM,Dec 2018,1703.0,765.0,938.0,55.079271873165006,44.920728126834994,True,Positive FCF + CapEx
AMBUJACEM,Dec 2019,4739.0,1191.0,3548.0,74.86811563621018,25.13188436378983,True,Positive FCF + CapEx
AMBUJACEM,Dec 2020,4832.0,1317.0,3515.0,72.74420529801324,27.25579470198676,True,Positive FCF + CapEx
AMBUJACEM,Dec 2021,5309.0,2007.0,3302.0,62.19627048408363,37.803729515916366,True,Positive FCF + CapEx
AMBUJACEM,Mar 2024,5646.0,8941.0,-3295.0,-58.3599008147361,158.3599008147361,True,Negative FCF + CapEx
APOLLOHOSP,Mar 2013,443.0,733.0,-290.0,-65.46275395033861,165.4627539503386,True,Negative FCF + CapEx
APOLLOHOSP,Mar 2014,373.0,356.0,17.0,4.557640750670242,95.44235924932975,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2015,470.0,759.0,-289.0,-61.48936170212767,161.48936170212767,True,Negative FCF + CapEx
APOLLOHOSP,Mar 2016,597.0,888.0,-291.0,-48.743718592964825,148.74371859296483,True,Negative FCF + CapEx
APOLLOHOSP,Mar 2017,623.0,1152.0,-529.0,-84.91171749598716,184.91171749598715,True,Negative FCF + CapEx
APOLLOHOSP,Mar 2018,537.0,405.0,132.0,24.581005586592177,75.41899441340783,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2019,905.0,711.0,194.0,21.43646408839779,78.56353591160222,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2020,1293.0,289.0,1004.0,77.64887857695282,22.351121423047175,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2021,1265.0,880.0,385.0,30.434782608695656,69.56521739130434,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2022,1696.0,747.0,949.0,55.95518867924528,44.04481132075472,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2023,1377.0,857.0,520.0,37.76325344952796,62.23674655047204,True,Positive FCF + CapEx
APOLLOHOSP,Mar 2024,1920.0,1537.0,383.0,19.947916666666668,80.05208333333333,True,Positive FCF + CapEx
ASIANPAINT,Mar 2013,1187.0,463.0,724.0,60.99410278011794,39.00589721988206,True,Positive FCF + CapEx
ASIANPAINT,Mar 2013,1187.0,463.0,724.0,60.99410278011794,39.00589721988206,True,Positive FCF + CapEx
ASIANPAINT,Mar 2014,1402.0,586.0,816.0,58.20256776034237,41.79743223965763,True,Positive FCF + CapEx
ASIANPAINT,Mar 2014,1402.0,586.0,816.0,58.20256776034237,41.79743223965763,True,Positive FCF + CapEx
ASIANPAINT,Mar 2015,1188.0,465.0,723.0,60.858585858585855,39.141414141414145,True,Positive FCF + CapEx
ASIANPAINT,Mar 2015,1188.0,465.0,723.0,60.858585858585855,39.141414141414145,True,Positive FCF + CapEx
ASIANPAINT,Mar 2016,2243.0,866.0,1377.0,61.39099420419082,38.60900579580918,True,Positive FCF + CapEx
ASIANPAINT,Mar 2016,2243.0,866.0,1377.0,61.39099420419082,38.60900579580918,True,Positive FCF + CapEx
ASIANPAINT,Mar 2017,1527.0,681.0,846.0,55.40275049115914,44.59724950884086,True,Positive FCF + CapEx
ASIANPAINT,Mar 2017,1527.0,681.0,846.0,55.40275049115914,44.59724950884086,True,Positive FCF + CapEx
ASIANPAINT,Mar 2018,2113.0,1556.0,557.0,26.36062470421202,73.63937529578799,True,Positive FCF + CapEx
ASIANPAINT,Mar 2018,2113.0,1556.0,557.0,26.36062470421202,73.63937529578799,True,Positive FCF + CapEx
ASIANPAINT,Mar 2019,2470.0,918.0,1552.0,62.83400809716599,37.16599190283401,True,Positive FCF + CapEx
ASIANPAINT,Mar 2019,2470.0,918.0,1552.0,62.83400809716599,37.16599190283401,True,Positive FCF + CapEx
ASIANPAINT,Mar 2020,3038.0,518.0,2520.0,82.94930875576037,17.050691244239633,True,Positive FCF + CapEx
ASIANPAINT,Mar 2020,3038.0,518.0,2520.0,82.94930875576037,17.050691244239633,True,Positive FCF + CapEx
ASIANPAINT,Mar 2021,3683.0,541.0,3142.0,85.31088786315505,14.689112136844965,True,Positive FCF + CapEx
ASIANPAINT,Mar 2021,3683.0,541.0,3142.0,85.31088786315505,14.689112136844965,True,Positive FCF + CapEx
ASIANPAINT,Mar 2022,986.0,317.0,669.0,67.8498985801217,32.1501014198783,True,Positive FCF + CapEx
ASIANPAINT,Mar 2022,986.0,317.0,669.0,67.8498985801217,32.1501014198783,True,Positive FCF + CapEx
ASIANPAINT,Mar 2023,4193.0,1282.0,2911.0,69.42523253040783,30.574767469592178,True,Positive FCF + CapEx
ASIANPAINT,Mar 2023,4193.0,1282.0,2911.0,69.42523253040783,30.574767469592178,True,Positive FCF + CapEx
ASIANPAINT,Mar 2024,6104.0,2548.0,3556.0,58.256880733944946,41.74311926605505,True,Positive FCF + CapEx
ASIANPAINT,Mar 2024,6104.0,2548.0,3556.0,58.256880733944946,41.74311926605505,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2013,2218.0,1394.0,824.0,37.150586113615866,62.849413886384134,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2013,2218.0,1394.0,824.0,37.150586113615866,62.849413886384134,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2014,3502.0,2072.0,1430.0,40.83380925185608,59.16619074814392,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2014,3502.0,2072.0,1430.0,40.83380925185608,59.16619074814392,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2015,2114.0,380.0,1734.0,82.02459791863765,17.975402081362347,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2015,2114.0,380.0,1734.0,82.02459791863765,17.975402081362347,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2016,3690.0,68.0,3622.0,98.15718157181573,1.842818428184282,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2016,3690.0,68.0,3622.0,98.15718157181573,1.842818428184282,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2017,3267.0,3610.0,-343.0,-10.498928680746863,110.49892868074687,True,Negative FCF + CapEx
BAJAJ-AUTO,Mar 2017,3267.0,3610.0,-343.0,-10.498928680746863,110.49892868074687,True,Negative FCF + CapEx
BAJAJ-AUTO,Mar 2018,4328.0,1954.0,2374.0,54.852125693160815,45.147874306839185,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2018,4328.0,1954.0,2374.0,54.852125693160815,45.147874306839185,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2019,2487.0,273.0,2214.0,89.02291917973461,10.97708082026538,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2019,2487.0,273.0,2214.0,89.02291917973461,10.97708082026538,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2020,3850.0,1766.0,2084.0,54.12987012987013,45.87012987012987,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2020,3850.0,1766.0,2084.0,54.12987012987013,45.87012987012987,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2021,3120.0,2869.0,251.0,8.044871794871796,91.9551282051282,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2021,3120.0,2869.0,251.0,8.044871794871796,91.9551282051282,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2022,4197.0,276.0,3921.0,93.42387419585418,6.576125804145819,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2022,4197.0,276.0,3921.0,93.42387419585418,6.576125804145819,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2023,5277.0,1211.0,4066.0,77.05135493651696,22.94864506348304,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2023,5277.0,1211.0,4066.0,77.05135493651696,22.94864506348304,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2024,6558.0,72.0,6486.0,98.90210430009148,1.0978956999085088,True,Positive FCF + CapEx
BAJAJ-AUTO,Mar 2024,6558.0,72.0,6486.0,98.90210430009148,1.0978956999085088,True,Positive FCF + CapEx
AXISBANK,Mar 2013,2573.0,10939.0,-8366.0,-325.14574426739216,425.14574426739216,True,Negative FCF + CapEx
AXISBANK,Mar 2014,14464.0,14166.0,298.0,2.060287610619469,97.93971238938053,True,Positive FCF + CapEx
AXISBANK,Mar 2015,-15162.0,7972.0,-23134.0,152.5788154597019,-52.578815459701886,True,Negative FCF + CapEx
AXISBANK,Mar 2016,-34495.0,9211.0,-43706.0,126.70242064067256,-26.702420640672564,True,Negative FCF + CapEx
AXISBANK,Mar 2017,32209.0,12458.0,19751.0,61.32136980347108,38.67863019652892,True,Positive FCF + CapEx
AXISBANK,Mar 2018,-38390.0,10007.0,-48397.0,126.06668403230007,-26.06668403230008,True,Negative FCF + CapEx
AXISBANK,Mar 2019,37125.0,18674.0,18451.0,49.6996632996633,50.3003367003367,True,Positive FCF + CapEx
AXISBANK,Mar 2020,30416.0,9485.0,20931.0,68.81575486586007,31.184245134139925,True,Positive FCF + CapEx
AXISBANK,Mar 2021,12633.0,54288.0,-41655.0,-329.73165518879125,429.73165518879125,True,Negative FCF + CapEx
AXISBANK,Mar 2022,28137.0,27112.0,1025.0,3.6428901446493938,96.35710985535061,True,Positive FCF + CapEx
AXISBANK,Mar 2023,22075.0,32351.0,-10276.0,-46.550396375990935,146.55039637599094,True,Negative FCF + CapEx
AXISBANK,Mar 2024,-5555.0,9001.0,-14556.0,262.03420342034207,-162.03420342034204,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2013,-6922.0,2953.0,-9875.0,142.66108061253973,-42.66108061253973,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2014,-9807.0,3764.0,-13571.0,138.38074844498826,-38.38074844498827,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2015,-10731.0,3709.0,-14440.0,134.56341440685864,-34.563414406858634,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2016,-9795.0,886.0,-10681.0,109.0454313425217,-9.045431342521695,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2017,-10922.0,151.0,-11073.0,101.38253067203809,-1.3825306720380883,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2018,-19580.0,922.0,-20502.0,104.70888661899897,-4.708886618998979,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2019,-27076.0,6903.0,-33979.0,125.49490323533756,-25.494903235337567,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2020,-23369.0,9948.0,-33317.0,142.56921562754076,-42.56921562754076,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2021,4547.0,3684.0,863.0,18.979546954035627,81.02045304596437,True,Positive FCF + CapEx
BAJAJFINSV,Mar 2022,-33670.0,1445.0,-35115.0,104.2916542916543,-4.291654291654292,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2023,-39480.0,13945.0,-53425.0,135.32168186423505,-35.32168186423505,True,Negative FCF + CapEx
BAJAJFINSV,Mar 2024,-68674.0,10960.0,-79634.0,115.95946064012581,-15.959460640125812,True,Negative FCF + CapEx
BAJAJHLDNG,Mar 2013,473.0,369.0,104.0,21.987315010570825,78.01268498942918,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2014,872.0,519.0,353.0,40.481651376146786,59.518348623853214,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2015,796.0,464.0,332.0,41.70854271356784,58.291457286432156,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2016,1147.0,1019.0,128.0,11.159546643417611,88.8404533565824,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2017,-923.0,372.0,-1295.0,140.30335861321777,-40.30335861321777,True,Negative FCF + CapEx
BAJAJHLDNG,Mar 2018,1631.0,1123.0,508.0,31.146535867565913,68.8534641324341,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2019,628.0,163.0,465.0,74.04458598726114,25.955414012738853,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2020,1920.0,800.0,1120.0,58.333333333333336,41.66666666666667,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2021,272.0,308.0,-36.0,-13.23529411764706,113.23529411764706,True,Negative FCF + CapEx
BAJAJHLDNG,Mar 2022,1610.0,151.0,1459.0,90.62111801242236,9.378881987577639,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2023,1728.0,137.0,1591.0,92.07175925925925,7.928240740740741,True,Positive FCF + CapEx
BAJAJHLDNG,Mar 2024,1941.0,472.0,1469.0,75.68263781555899,24.31736218444101,True,Positive FCF + CapEx
BAJFINANCE,Mar 2015,-7064.0,360.0,-7424.0,105.09626274065684,-5.096262740656852,True,Negative FCF + CapEx
BAJFINANCE,Mar 2016,-9870.0,687.0,-10557.0,106.96048632218844,-6.96048632218845,True,Negative FCF + CapEx
BAJFINANCE,Mar 2017,-10439.0,3047.0,-13486.0,129.18861959957852,-29.1886195995785,True,Negative FCF + CapEx
BAJFINANCE,Mar 2018,-20566.0,1075.0,-21641.0,105.2270738111446,-5.227073811144608,True,Negative FCF + CapEx
BAJFINANCE,Mar 2019,-29062.0,5379.0,-34441.0,118.50870552611659,-18.50870552611658,True,Negative FCF + CapEx
BAJFINANCE,Mar 2020,-24412.0,8758.0,-33170.0,135.87579878748159,-35.875798787481564,True,Negative FCF + CapEx
BAJFINANCE,Mar 2021,-807.0,429.0,-1236.0,153.15985130111525,-53.159851301115246,True,Negative FCF + CapEx
BAJFINANCE,Mar 2022,-37090.0,6347.0,-43437.0,117.11242922620653,-17.112429226206523,True,Negative FCF + CapEx
BAJFINANCE,Mar 2023,-42112.0,10394.0,-52506.0,124.6818009118541,-24.681800911854104,True,Negative FCF + CapEx
BAJFINANCE,Mar 2024,-72760.0,7171.0,-79931.0,109.85568993952721,-9.855689939527213,True,Negative FCF + CapEx
BANKBARODA,Mar 2013,23196.0,514.0,22682.0,97.78410070701845,2.215899292981548,True,Positive FCF + CapEx
BANKBARODA,Mar 2014,42233.0,730.0,41503.0,98.27149385551583,1.7285061444841714,True,Positive FCF + CapEx
BANKBARODA,Mar 2015,17838.0,556.0,17282.0,96.88305863886086,3.1169413611391414,True,Positive FCF + CapEx
BANKBARODA,Mar 2016,-10011.0,4005.0,-14016.0,140.00599340725202,-40.00599340725202,True,Negative FCF + CapEx
BANKBARODA,Mar 2017,17865.0,551.0,17314.0,96.91575706689058,3.084242933109432,True,Positive FCF + CapEx
BANKBARODA,Mar 2018,-59692.0,414.0,-60106.0,100.6935602760839,-0.6935602760838974,True,Negative FCF + CapEx
BANKBARODA,Mar 2019,-1449.0,2537.0,-3986.0,275.08626639061424,-175.0862663906142,True,Negative FCF + CapEx
BANKBARODA,Mar 2020,18531.0,139.0,18392.0,99.2499055636501,0.7500944363499001,True,Positive FCF + CapEx
BANKBARODA,Mar 2021,-887.0,471.0,-1358.0,153.10033821871477,-53.10033821871477,True,Negative FCF + CapEx
BANKBARODA,Mar 2022,6210.0,3645.0,2565.0,41.30434782608695,58.69565217391305,True,Positive FCF + CapEx
BANKBARODA,Mar 2023,-21354.0,1096.0,-22450.0,105.13252786363209,-5.132527863632107,True,Negative FCF + CapEx
BANKBARODA,Mar 2024,-6274.0,1285.0,-7559.0,120.4813516098183,-20.481351609818297,True,Negative FCF + CapEx
BHARTIARTL,Mar 2013,22608.0,18676.0,3932.0,17.392073602264684,82.60792639773531,True,Positive FCF + CapEx
BHARTIARTL,Mar 2014,26233.0,25181.0,1052.0,4.010216139976365,95.98978386002364,True,Positive FCF + CapEx
BHARTIARTL,Mar 2015,28059.0,22301.0,5758.0,20.52104494101714,79.47895505898286,True,Positive FCF + CapEx
BHARTIARTL,Mar 2016,27942.0,14091.0,13851.0,49.57053897358815,50.42946102641185,True,Positive FCF + CapEx
BHARTIARTL,Mar 2017,28280.0,30680.0,-2400.0,-8.486562942008486,108.48656294200849,True,Negative FCF + CapEx
BHARTIARTL,Mar 2018,29854.0,27940.0,1914.0,6.411201179071481,93.58879882092852,True,Positive FCF + CapEx
BHARTIARTL,Mar 2019,20070.0,28286.0,-8216.0,-40.936721474838066,140.93672147483807,True,Negative FCF + CapEx
BHARTIARTL,Mar 2020,18129.0,29598.0,-11469.0,-63.26327982790006,163.26327982790005,True,Negative FCF + CapEx
BHARTIARTL,Mar 2021,48205.0,27286.0,20919.0,43.395913287003424,56.60408671299658,True,Positive FCF + CapEx
